SN,YEAR,QTR,MONTH,PROJECT_CODE,PROJECT_NAME,ACCOUNT_NAME,PRACTICE_AREA,BU,B_ TYPE,REGION_COUNTRY,ENTITY_INDIA_US,TOTAL_RESOURCES,TOTAL_REVENUE,TOTAL_DIRECT_COST,NET_MARGIN,EBIDTA
1140,2023-24,Q3,06/05/27,SS400308,Software Service -PMB-Data Scientist (Surveillance) ,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,,,-0.06,0.06,0.06
1141,2023-24,Q3,06/06/27,SS400312,Software Service -PMB-VGT Load Pumping,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,3.00,48.38,3.08,45.31,45.31
1142,2023-24,Q3,06/07/27,SS400322,Software Services-PMB (BKC)-New Batch ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,95.00,64.28,42.83,21.45,21.45
1143,2023-24,Q3,06/08/27,SS400325,Software Services-PMB DWH PM Office,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,3.34,2.67,0.68,0.68
1144,2023-24,Q3,06/09/27,RP100001,RPA - PMB - Robotic Automation,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,,,-0.61,0.61,0.61
1145,2023-24,Q3,06/10/27,RP100009,RPA - LIB-Automation Licence,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,,,-0.08,0.08,0.08
1146,2023-24,Q3,06/11/27,RP300009,RPA - Automation (24 Process ) - PMB,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,2.00,2.50,1.66,0.84,0.84
1147,2023-24,Q3,06/12/27,RP300013,RPA - Automation -LIB,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,11.19,,9.82,-9.82,-9.82
1148,2023-24,Q3,06/13/27,RP400001,RPA - PMB - Robotic Automation  T&M,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,2.00,3.73,1.12,2.61,2.61
1149,2023-24,Q3,06/14/27,RP400011,RPA - LIB -T&M,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,5.00,2.21,2.67,-0.46,-0.46
1150,2023-24,Q3,06/15/27,SS300262,Software Service - PMB- Document Management System,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.90,-0.90,-0.90
1151,2023-24,Q3,06/16/27,SS300283,Software Services - PMB - Trading Simulator,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.40,2.00,1.95,0.05,0.05
1152,2023-24,Q3,06/17/27,SS300305,Software Service -PMB-DMS-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,7.14,0.60,6.54,6.54
1153,2023-24,Q3,06/18/27,SS400305,Software Service -PMB-SnowFlake Migration,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,3.00,8.33,2.78,5.56,5.56
1154,2023-24,Q3,06/19/27,CC400037,Customer Care Services - NOW Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,1.42,1.78,0.87,0.90,0.90
1155,2023-24,Q3,06/20/27,CC400041,Customer Care Services - NOW -PMB-MSM,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,,-0.01,0.01,0.01
1156,2023-24,Q3,06/21/27,SS300342,Software Service-PMB DevOps_McKiPMBy Squad /Trading ADM ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,4.00,,6.77,-6.77,-6.77
1157,2023-24,Q3,06/22/27,SS300343,Software Service-PMB IFSC -VGT Development,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,3.00,,1.68,-1.68,-1.68
1158,2023-24,Q3,06/23/27,IM300052,IMS - PMB - Stratus MMC Services,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,87.97,70.50,17.47,17.47
1159,2023-24,Q3,06/24/27,IM300091,IMS- PMB- Co-Location Project,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,62.61,178.04,32.86,145.18,145.18
1160,2023-24,Q3,06/25/27,IM400212,IMS-PMB-BCP,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,82.99,128.16,67.26,60.90,60.90
1161,2023-24,Q3,06/26/27,IM400216,IMS-PMB-Incident Manager,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,3.00,42.08,5.26,36.82,36.82
1162,2023-24,Q3,06/27/27,IM400218,IMS-PMB-Project Management (PMO),PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,2.00,13.28,1.65,11.63,11.63
1163,2023-24,Q3,06/28/27,IM400223,IMS-PMB -Trading OFS Team,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,2.52,27.43,3.25,24.18,24.18
1164,2023-24,Q3,06/29/27,IM400224,IMS-PMB_Infra & OA Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,3.00,6.48,4.01,2.48,2.48
1165,2023-24,Q3,06/30/27,IM400225,IMS-PMB- BCP_Chennai,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,17.00,30.24,12.09,18.15,18.15
1166,2023-24,Q3,07/01/27,IM400226,IMS - PMB - Stratus T&M,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,13.00,21.53,13.61,7.92,7.92
1167,2023-24,Q3,07/02/27,IC400001,ICS - PMB (BKC) - New Batch,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,21.00,53.58,7.93,45.64,45.64
1168,2023-24,Q3,07/03/27,IC400002,ICS - PMB BCP (Chennai)-New Batch,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,48.10,38.30,18.67,19.63,19.63
1169,2023-24,Q3,07/04/27,IC400004,ICS - PMB Extranet Revamp,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,1.00,1.38,0.34,1.04,1.04
1170,2023-24,Q3,07/05/27,IS400003,ISRC - PMB,PMB,ISRC,Digital,Project,IND,PMBIT-IND-SA,,46.94,52.56,-5.62,-5.62
1171,2023-24,Q3,07/06/27,SS400224,Software Services - PMB Infotech Gift City -Support Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,47.38,95.09,48.81,46.28,46.28
1172,2023-24,Q3,07/07/27,SS400250,Software Services - PMB -Trading Test Environment Management,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,16.23,21.13,12.44,8.69,8.69
1173,2023-24,Q3,07/08/27,SS400283,Software Service - PMB-PSM & Epsilon,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,21.94,94.56,26.28,68.29,68.29
1174,2023-24,Q3,07/09/27,CC400050,Customer Care Services - PMB-DC,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,11.00,8.11,4.24,3.87,3.87
1175,2023-24,Q3,07/10/27,CC400051,Customer Care Services - PMB -Helpdesk Operation Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,80.37,59.09,36.04,23.05,23.05
1176,2023-24,Q3,07/11/27,ST400179,Software Testing-LIB-T&M,LIB,PSG-Non PMB,Digital,Project,IND,PMBIT-IND-SA,102.59,92.94,60.46,32.49,32.49
1177,2023-24,Q3,07/12/27,SS400332,Software Services-PMB -Algo Trading MLOps,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,1.07,0.43,0.64,0.64
1178,2023-24,Q3,07/13/27,SS400336,Software Services-PMB -ExtraNet T&M,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.68,2.15,5.64,-3.48,-3.48
1179,2023-24,Q3,07/14/27,SS400337,Software Service - PMB-PSM_Managed T&M,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,7.00,15.00,6.42,8.58,8.58
1180,2023-24,Q3,07/15/27,SS400339,Software Service - PMB-Enterprise Applications support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,29.81,333.37,24.07,309.30,309.30
1181,2023-24,Q3,07/16/27,SS400340,Software Service - PMB- Contract Generation AMC Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,8.84,11.81,9.61,2.20,2.20
1182,2023-24,Q3,07/17/27,SS400342,Software Service -PMB -Client & TM Profiling,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,20.16,46.25,28.09,18.15,18.15
1183,2023-24,Q3,07/18/27,SS400344,Software Service -PMB-Solace Onsite Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,14.26,12.93,1.32,1.32
1184,2023-24,Q3,07/19/27,SS400345,Software Service-PMB-Volume Gen. Onsite Support,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,1.00,1.83,0.96,0.87,0.87
1185,2023-24,Q3,07/20/27,SS400347,Software Service-PMB Indices -Website Mtns & Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.40,5.16,2.90,2.26,2.26
1186,2023-24,Q3,07/21/27,SS400348,Software Service - PMB-Neaps AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,5.00,6.35,3.22,3.13,3.13
1187,2023-24,Q3,07/22/27,SS400349,Software Service - PMB - PPMS T&M,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,,1.06,0.00,1.06,1.06
1188,2023-24,Q3,07/23/27,SS400350,Software Service - PMB- Document Management System T&M,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,,1.03,0.00,1.03,1.03
1189,2023-24,Q3,07/24/27,SS400353,Software Service - PMB-Technology Operations Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.00,-550.28,0.49,-550.76,-550.76
1190,2023-24,Q3,07/25/27,SS400354,Software Service-PMB-Log Aggregator & Security Ana.Platform,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,,0.65,-0.65,-0.65
1191,2023-24,Q3,07/26/27,SS400046,Software Services - T&M - PMB - Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,153.39,354.72,213.34,141.38,141.38
1192,2023-24,Q3,07/27/27,SS400249,Software Services - PMB IFSC Gift City Trading Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,44.07,70.78,55.89,14.89,14.89
1193,2023-24,Q3,07/28/27,SS400303,Software Service -PMB-Collateral segregation,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,2.00,3.54,2.04,1.50,1.50
1194,2023-24,Q3,07/29/27,ST400176,Software Testing - T&M - PMB - BAT,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,4.00,12.27,3.06,9.21,9.21
1195,2023-24,Q3,07/30/27,ST400204,Software Testing- PMB -Web Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,5.00,64.32,2.25,62.07,62.07
1196,2023-24,Q3,07/31/27,ST400211,Software Testing-PMB -MF Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.00,3.75,1.37,2.38,2.38
1197,2023-24,Q3,08/01/27,SS500102,Software Service - PMB - CTCL-CRM Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,10.33,12.71,8.66,4.05,4.05
1198,2023-24,Q3,08/02/27,SS500103,Software Service - PMB XBRL -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.25,5.25,2.09,3.16,3.16
1199,2023-24,Q3,08/03/27,SS500104,Software Service-PMB-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.20,2.33,1.53,0.80,0.80
1200,2023-24,Q3,08/04/27,SS500105,Software Service -PMB-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.88,0.57,0.30,0.30
1201,2023-24,Q3,08/05/27,SS500108,Software Products- PMB-Solace Agent for ITRS,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,3.73,3.63,0.10,0.10
1202,2023-24,Q3,08/06/27,SS500112,Software Service - PMB XBRL-Misc -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,7.92,0.00,7.92,7.92
1203,2023-24,Q3,08/07/27,SS300328,Software Service -PMB-XBRL - Misc,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.25,,6.68,-6.68,-6.68
1204,2023-24,Q3,08/08/27,SS400287,Software Service -Contract Generation - Production Support,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.00,5.48,2.30,3.18,3.18
1205,2023-24,Q3,08/09/27,SS400290,PMB- Solace -Enhanced Support,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,,-28.74,22.27,-51.01,-51.01
1206,2023-24,Q3,08/10/27,SS400294,Software Service -PMB-IFSC-Website Dev & Mtns,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,4.00,5.52,4.32,1.20,1.20
1207,2023-24,Q3,08/11/27,SS400306,Software Service -PMB-Website,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,36.00,69.93,44.35,25.58,25.58
1208,2023-24,Q3,08/12/27,SS400312,Software Service -PMB-VGT Load Pumping,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,3.00,4.26,3.27,0.99,0.99
1209,2023-24,Q3,08/13/27,SS400322,Software Services-PMB (BKC)-New Batch ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,94.00,48.28,43.30,4.98,4.98
1210,2023-24,Q3,08/14/27,SS400325,Software Services-PMB DWH PM Office,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,4.35,2.67,1.69,1.69
1211,2023-24,Q3,08/15/27,RP100001,RPA - PMB - Robotic Automation,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,,,1.08,-1.08,-1.08
1212,2023-24,Q3,08/16/27,RP300009,RPA - Automation (24 Process ) - PMB,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,2.00,2.50,1.65,0.85,0.85
1213,2023-24,Q3,08/17/27,RP300013,RPA - Automation -LIB,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,11.00,10.31,9.72,0.59,0.59
1214,2023-24,Q3,08/18/27,RP400001,RPA - PMB - Robotic Automation  T&M,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,2.00,3.49,0.97,2.52,2.52
1215,2023-24,Q3,08/19/27,RP400011,RPA - LIB -T&M,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,5.00,2.21,2.47,-0.26,-0.26
1216,2023-24,Q3,08/20/27,SS300262,Software Service - PMB- Document Management System,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.73,-0.73,-0.73
1217,2023-24,Q3,08/21/27,SS300283,Software Services - PMB - Trading Simulator,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.40,5.03,2.15,2.88,2.88
1218,2023-24,Q3,08/22/27,SS300305,Software Service -PMB-DMS-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.60,-0.60,-0.60
1219,2023-24,Q3,08/23/27,SS400305,Software Service -PMB-SnowFlake Migration,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,3.00,-24.81,2.78,-27.59,-27.59
1220,2023-24,Q3,08/24/27,CC400037,Customer Care Services - NOW Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,1.00,3.55,4.20,-0.65,-0.65
1221,2023-24,Q3,08/25/27,SS300342,Software Service-PMB DevOps_McKiPMBy Squad /Trading ADM ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,4.00,,6.66,-6.66,-6.66
1222,2023-24,Q3,08/26/27,SS300343,Software Service-PMB IFSC -VGT Development,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.43,,1.40,-1.40,-1.40
1223,2023-24,Q3,08/27/27,IM300052,IMS - PMB - Stratus MMC Services,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,116.64,87.52,29.11,29.11
1224,2023-24,Q3,08/28/27,IM300091,IMS- PMB- Co-Location Project,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,63.00,178.04,32.96,145.08,145.08
1225,2023-24,Q3,08/29/27,IM400212,IMS-PMB-BCP,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,82.30,69.26,66.13,3.13,3.13
1226,2023-24,Q3,08/30/27,IM400216,IMS-PMB-Incident Manager,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,3.00,10.38,5.29,5.09,5.09
1227,2023-24,Q3,08/31/27,IM400218,IMS-PMB-Project Management (PMO),PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,2.00,5.19,1.65,3.54,3.54
1228,2023-24,Q3,09/01/27,IM400223,IMS-PMB -Trading OFS Team,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,3.00,6.80,3.55,3.26,3.26
1229,2023-24,Q3,09/02/27,IM400224,IMS-PMB_Infra & OA Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,3.00,7.44,4.01,3.43,3.43
1230,2023-24,Q3,09/03/27,IM400225,IMS-PMB- BCP_Chennai,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,17.57,33.15,11.12,22.03,22.03
1231,2023-24,Q3,09/04/27,IM400226,IMS - PMB - Stratus T&M,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,13.00,21.53,12.69,8.84,8.84
1232,2023-24,Q3,09/05/27,IC400001,ICS - PMB (BKC) - New Batch,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,22.00,11.86,8.61,3.25,3.25
1233,2023-24,Q3,09/06/27,IC400002,ICS - PMB BCP (Chennai)-New Batch,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,50.77,36.21,19.90,16.31,16.31
1234,2023-24,Q3,09/07/27,IC400004,ICS - PMB Extranet Revamp,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,1.00,1.72,0.38,1.34,1.34
1235,2023-24,Q3,09/08/27,IS400003,ISRC - PMB,PMB,ISRC,Digital,Project,IND,PMBIT-IND-SA,,44.19,31.07,13.12,13.12
1236,2023-24,Q3,09/09/27,SS400224,Software Services - PMB Infotech Gift City -Support Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,46.86,67.06,51.40,15.66,15.66
1237,2023-24,Q3,09/10/27,SS400250,Software Services - PMB -Trading Test Environment Management,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,15.90,23.05,12.30,10.75,10.75
1238,2023-24,Q3,09/11/27,SS400283,Software Service - PMB-PSM & Epsilon,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,22.00,66.69,25.69,40.99,40.99
1239,2023-24,Q3,09/12/27,CC400050,Customer Care Services - PMB-DC,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,11.00,7.80,4.14,3.66,3.66
1240,2023-24,Q3,09/13/27,CC400051,Customer Care Services - PMB -Helpdesk Operation Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,81.39,61.82,36.66,25.17,25.17
1241,2023-24,Q3,09/14/27,ST400179,Software Testing-LIB-T&M,LIB,PSG-Non PMB,Digital,Project,IND,PMBIT-IND-SA,104.35,93.74,60.11,33.63,33.63
1242,2023-24,Q3,09/15/27,SS400332,Software Services-PMB -Algo Trading MLOps,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,1.13,0.43,0.70,0.70
1243,2023-24,Q3,09/16/27,SS400336,Software Services-PMB -ExtraNet T&M,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.00,4.26,5.28,-1.01,-1.01
1244,2023-24,Q3,09/17/27,SS400337,Software Service - PMB-PSM_Managed T&M,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,7.00,19.12,6.51,12.61,12.61
1245,2023-24,Q3,09/18/27,SS400339,Software Service - PMB-Enterprise Applications support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,29.00,44.02,23.25,20.77,20.77
1246,2023-24,Q3,09/19/27,SS400340,Software Service - PMB- Contract Generation AMC Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,10.00,13.50,13.02,0.48,0.48
1247,2023-24,Q3,09/20/27,SS400342,Software Service -PMB -Client & TM Profiling,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,19.77,46.25,25.60,20.64,20.64
1248,2023-24,Q3,09/21/27,SS400344,Software Service -PMB-Solace Onsite Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,14.26,12.93,1.32,1.32
1249,2023-24,Q3,09/22/27,SS400345,Software Service-PMB-Volume Gen. Onsite Support,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,1.00,2.20,0.91,1.29,1.29
1250,2023-24,Q3,09/23/27,SS400347,Software Service-PMB Indices -Website Mtns & Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.40,5.16,2.90,2.26,2.26
1251,2023-24,Q3,09/24/27,SS400348,Software Service - PMB-Neaps AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,5.00,6.35,2.85,3.49,3.49
1252,2023-24,Q3,09/25/27,SS400349,Software Service - PMB - PPMS T&M,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,,1.14,0.00,1.14,1.14
1253,2023-24,Q3,09/26/27,SS400350,Software Service - PMB- Document Management System T&M,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,,0.91,0.00,0.91,0.91
1254,2023-24,Q3,09/27/27,SS400353,Software Service - PMB-Technology Operations Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.00,,0.49,-0.49,-0.49
1255,2023-24,Q3,09/28/27,SS400354,Software Service-PMB-Log Aggregator & Security Ana.Platform,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.83,3.20,1.21,1.99,1.99
1256,2023-24,Q3,09/29/27,SS400355,Software Service-PMB-Central Devops,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.00,,0.58,-0.58,-0.58
1257,2023-24,Q3,09/30/27,SS400046,Software Services - T&M - PMB - Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,156.96,334.12,175.22,158.90,158.90
1258,2023-24,Q3,10/01/27,SS400249,Software Services - PMB IFSC Gift City Trading Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,42.27,80.48,52.00,28.48,28.48
1259,2023-24,Q3,10/02/27,SS400303,Software Service -PMB-Collateral segregation,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,2.00,4.15,2.04,2.11,2.11
1260,2023-24,Q3,10/03/27,ST400176,Software Testing - T&M - PMB - BAT,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,4.00,6.94,3.09,3.85,3.85
1261,2023-24,Q3,10/04/27,ST400204,Software Testing- PMB -Web Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,4.60,8.91,2.13,6.77,6.77
1262,2023-24,Q3,10/05/27,ST400211,Software Testing-PMB -MF Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.00,3.76,1.37,2.39,2.39
1263,2023-24,Q3,10/06/27,SS500102,Software Service - PMB - CTCL-CRM Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,10.16,12.71,8.69,4.02,4.02
1264,2023-24,Q3,10/07/27,SS500103,Software Service - PMB XBRL -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.35,3.03,-0.05,3.08,3.08
1265,2023-24,Q3,10/08/27,SS500104,Software Service-PMB-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.20,2.33,1.77,0.57,0.57
1266,2023-24,Q3,10/09/27,SS500105,Software Service -PMB-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,0.00,0.50,0.38,0.12,0.12
1267,2023-24,Q3,10/10/27,SS500112,Software Service - PMB XBRL-Misc -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,0.00,7.92,0.00,7.92,7.92
1268,2023-24,Q3,10/11/27,SS300328,Software Service -PMB-XBRL - Misc,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,0.35,44.00,36.70,7.30,7.30
1269,2023-24,Q3,10/12/27,SS400287,Software Service -Contract Generation - Production Support,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.00,3.54,1.87,1.67,1.67
1270,2023-24,Q3,10/13/27,SS400290,PMB- Solace -Enhanced Support,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,0.00,0.00,-44.55,44.55,44.55
1271,2023-24,Q3,10/14/27,SS400294,Software Service -PMB-IFSC-Website Dev & Mtns,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,4.00,5.60,4.08,1.52,1.52
1272,2023-24,Q3,10/15/27,SS400306,Software Service -PMB-Website,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,40.87,70.31,46.01,24.30,24.30
1273,2023-24,Q3,10/16/27,SS400312,Software Service -PMB-VGT Load Pumping,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,3.68,1.66,3.50,-1.83,-1.83
1274,2023-24,Q3,10/17/27,SS400322,Software Services-PMB (BKC)-New Batch ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,93.64,51.74,40.04,11.70,11.70
1275,2023-24,Q3,10/18/27,SS400325,Software Services-PMB DWH PM Office,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,6.54,2.49,4.05,4.05
1276,2023-24,Q3,10/19/27,RP100009,RPA - LIB-Automation Licence,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,0.00,22.01,18.82,3.19,3.19
1277,2023-24,Q3,10/20/27,RP300009,RPA - Automation (24 Process ) - PMB,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,2.00,2.50,1.59,0.91,0.91
1278,2023-24,Q3,10/21/27,RP300013,RPA - Automation -LIB,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,6.80,0.00,6.97,-6.97,-6.97
1279,2023-24,Q3,10/22/27,RP400001,RPA - PMB - Robotic Automation  T&M,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,2.00,2.63,1.10,1.53,1.53
1280,2023-24,Q3,10/23/27,RP400011,RPA - LIB -T&M,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,5.00,10.38,2.59,7.78,7.78
1281,2023-24,Q3,10/24/27,SS300262,Software Service - PMB- Document Management System,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,0.00,0.00,0.60,-0.60,-0.60
1282,2023-24,Q3,10/25/27,SS300283,Software Services - PMB - Trading Simulator,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.40,2.00,2.10,-0.10,-0.10
1283,2023-24,Q3,10/26/27,SS300305,Software Service -PMB-DMS-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,0.00,0.00,0.60,-0.60,-0.60
1284,2023-24,Q3,10/27/27,SS400305,Software Service -PMB-SnowFlake Migration,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,3.00,9.09,2.65,6.45,6.45
1285,2023-24,Q3,10/28/27,CC400037,Customer Care Services - NOW Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,1.00,4.44,1.42,3.03,3.03
1286,2023-24,Q3,10/29/27,SS300342,Software Service-PMB DevOps_McKiPMBy Squad /Trading ADM ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,0.00,18.92,-13.62,32.54,32.54
1287,2023-24,Q3,10/30/27,SS300343,Software Service-PMB IFSC -VGT Development,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.00,0.00,1.28,-1.28,-1.28
